;id_Comp_Matriz;Servicio;Ministerio;Anio;indicador1;indicador2;indicador3;indicador4;indicador5;indicador6;indicador8;indicador9;indicador10;indicador11;indicador12;indicador13;indicador14;indicador15;indicador16;indicador17;indicador18;indicador19;indicador20;indicador21;indicador22;indicador23;indicador24;indicador25;indicador26;indicador27;indicador28;indicador29;indicador30;indicador31;indicador32;indicador1_III;indicador2_III;indicador3_III;indicador4_III;indicador5_III;indicador6_III;indicador8_III;indicador9_III;indicador10_III;indicador11_III;indicador12_III;indicador13_III;indicador14_III;indicador15_III;indicador16_III;indicador17_III;indicador18_III;indicador19_III;indicador20_III;indicador21_III;indicador22_III;indicador23_III;indicador24_III;indicador25_III;indicador26_III;indicador27_III;indicador28_III;indicador29_III;indicador30_III;indicador31_III;indicador32_III;porComp;porTra;porAnom;porProm;score;Ministerio_y;Monto;Cantidad_licitaciones
122;225773;Servicio Electoral;Ministerio del interior y Seguridad pública;2021;36.0;3.0;-4.0;32.85302593659942;47.08933717579251;40.070052485524926;157.008444327667;988.3032432204471;0.04111852418143743;0.09112797119769096;2.632;2.88;19.679633867276888;50.782750449275326;2.88;0.0;8.0;4.0;;12.5;0.0;0.0;0.0;0.0;32.0;7.0;0.0;;0.0;12.5;0.0;2.0;3.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;;1.0;1.0;1.0;20.0;0.0;0.0;10.0;61.61284437146506;;76273085708.0;2019
597;6958;Subsecretaria Del Ministerio De Educacion Publica;Ministerio de Educación;2021;36.0;3.0;0.0;29.054054054054053;26.084637268847793;34.797174657179504;65.493291893391;353.992402735337;0.006941960752426827;0.008684970439249446;6.553;2.059322033898305;12.802950474183351;29.86824991606054;1.99;0.0;22.45762711864407;7.63;26.17;11.11;6.36;4.66;0.85;0.0;72.85;1.4199999999999875;7.2;0.0;26.17;11.11;0.0;2.0;3.0;2.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;20.0;0.0;9.0;13.0;62.11981566820277;;75567837591.0;6129
472;87388;I Municipalidad De Puente Alto;Municipios;2021;20.7;4.0;-2.0;30.675675675675677;20.27027027027027;3.4208063983769423;83.474316099529;610.140940369217;0.01465962653040765;0.02677858984112793;7.707;1.2039800995024876;12.359550561797752;42.951520828735084;2.57;0.0;25.456053067993366;0.5;39.68;19.05;5.64;2.16;0.0;0.0;89.5;24.120000000000005;5.64;1.82;39.68;19.05;0.0;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;2.0;1.0;1.0;20.0;0.0;9.0;13.0;59.96586448199351;Municipios;75464930770.0;5420
1578;7324;Hospital Guillermo Grant Benavente De Co;Ministerio de Salud;2022;33.6;3.0;-1.0;16.328038418913927;13.094798967170787;19.67766646544615;57.198802469471;135.837825354408;0.005052170196269964;0.011419826539825081;3.183;0.8932038834951457;8.01114023591088;16.212069122534256;1.62;0.0;15.742024965325935;24.83;45.05;51.43;9.02;1.8;0.0;0.0;53.95;7.160000000000004;9.02;;45.05;51.43;0.0;2.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;2.0;2.0;1.0;27.0;0.0;0.0;13.0;63.26450344149459;;72987279998.0;13363
977;1264424;Servicio Nacional Para La Prevencion Y Rehabilitacion Del Consumo De D;Ministerio del interior y Seguridad pública;2021;11.6;4.0;-2.0;61.45710928319624;9.048178613396004;17.409026006477628;149.04464820194502;387.71066434823405;0.13239669652779;0.07136864607809065;10.277;2.550724637681159;14.453961456102782;28.55055224612238;2.0;0.0;15.579710144927537;8.7;8.33;28.57;0.0;2.9;0.0;0.0;59.38;21.450000000000003;0.0;0.0;8.33;28.57;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;13.0;0.0;0.0;6.0;73.58934971838198;;69979474536.0;958
254;6974;Servicio De Vivienda Y Urbanizacion Ii Region;Ministerio de Vivienda y Urbanismo;2021;20.9;3.0;1.0;55.60747663551402;15.42056074766355;13.607540795825713;234.46911753088102;1400.877391747161;0.18384207757122628;0.21845390628784178;5.926;2.0930232558139537;23.11111111111111;67.13772274906358;2.65;0.0;9.30232558139535;2.33;18.75;43.75;0.0;6.98;0.0;0.0;37.21;-29.46;0.0;;18.75;43.75;0.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;2.0;1.0;13.0;0.0;0.0;7.0;60.69135802469137;;69714269629.0;272
871;6953;Instituto De Seguridad Laboral;Ministerio del Trabajo y Previsión Social;2021;13.9;4.0;-1.0;38.38672768878718;24.71395881006865;52.40137959593459;751.381868763655;483.188270991058;0.13478563890927625;0.027107777773753363;7.837;2.174698795180723;34.240609689711484;34.34918251182639;2.14;0.0;19.728915662650603;9.64;24.79;0.0;11.45;4.82;0.0;0.0;65.16;10.239999999999995;11.45;0.0;24.79;0.0;0.0;1.0;3.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;13.0;0.0;0.0;6.0;62.041303976787844;;69195594434.0;1861
36;7034;Defensoria Penal Publica;Ministerio de Defensa Nacional;2021;18.2;4.0;0.0;67.2211350293542;53.13111545988258;10.10763176345588;39.913209463245;187.638119637858;0.027946967695918985;0.0301441518051328;2.787;2.8051948051948052;7.490974729241877;19.215930108318403;2.08;0.0;14.285714285714286;20.78;3.23;14.81;5.19;3.9;0.0;0.0;51.32;17.990000000000002;5.19;0.0;3.23;14.81;0.0;1.0;3.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;13.0;0.0;0.0;6.0;74.66461853558629;;67239878670.0;1141
1516;7320;Complejo Asistencial Dr. Sotero Del Rio;Ministerio de Salud;2022;18.0;6.0;0.0;10.429379784755353;10.439316618593299;23.700702392528456;71.464327931633;125.251864142449;0.006838817528717217;0.007169589452712929;2.795;0.847457627118644;10.336397418345394;14.70608288140787;1.36;0.21;30.34957627118644;64.41;68.18;17.74;35.59;5.72;0.21;0.21;85.38;9.289999999999992;35.59;;68.18;17.74;0.0;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;3.0;1.0;2.0;1.0;1.0;1.0;3.0;2.0;2.0;;3.0;1.0;1.0;27.0;20.0;20.0;23.0;51.77318911832187;;67024619517.0;16522
2092;88102;I Municipalidad De Providencia;Municipios;2022;16.5;4.0;1.0;51.48036253776435;27.069486404833835;7.419667245097135;42.378548579775;744.416665040554;0.01189226661023218;0.024158054046843385;3.182;1.9546666666666668;8.711006474396704;48.63849690029388;2.56;0.0;22.266666666666666;6.93;14.53;5.26;3.47;2.4;0.27;0.27;76.27;19.749999999999993;4.0;0.0;14.53;5.26;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;1.0;1.0;20.0;0.0;10.0;13.0;66.22260284835221;;66310032076.0;2076
2180;111880;Policia De Investigaciones De Chile;Ministerio del interior y Seguridad pública;2022;23.8;4.0;0.0;44.95335029686175;10.84439423891556;31.019449655262953;23.63307087485;414.747651970286;0.001909862859683744;0.01613616901125973;4.715;1.9138513513513513;5.115424973767051;36.18546210624352;2.12;0.0;21.70608108108108;12.16;25.93;42.53;10.47;4.05;0.0;0.0;70.59;13.160000000000004;10.47;0.0;25.93;42.53;9.09;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;2.0;1.0;20.0;0.0;10.0;13.0;66.84112030957591;;66080043299.0;7424
1286;6965;Servicio De Vivienda Y Urbanizacion Area Metropolitana;Ministerio de Vivienda y Urbanismo;2022;15.7;4.0;0.0;47.50593824228029;17.77251184834123;6.568082588705207;277.302140514521;1995.1333069107363;0.16223073625169815;0.38936076846819584;6.686;1.7415730337078652;26.98412698412698;61.37549484432592;2.01;0.0;41.29213483146067;8.99;18.75;10.53;3.37;0.0;48.31;16.85;96.55;3.039999999999992;51.69;0.0;18.75;10.53;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;2.0;2.0;;1.0;1.0;1.0;20.0;20.0;20.0;20.0;53.791987819963836;;66026800209.0;564
583;7216;Instituto Nacional De Deportes De Chile;Ministerio del Deporte;2021;27.3;3.0;-1.0;26.758647493198602;5.9063532154653196;3.471046548060687;95.394765110727;1388.884827255781;0.006395295426718243;0.035651045845830655;5.151;1.8419864559819412;13.89739663093415;62.42465928465374;2.32;0.0;19.41309255079007;12.42;12.04;12.5;3.39;2.93;1.13;0.68;63.58;0.6700000000000017;4.97;0.93;12.04;12.5;0.0;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;20.0;0.0;0.0;10.0;56.985833760027305;;65577866932.0;5637
1993;6979;Servicio De Vivienda Y Urbanizacion Región Del Bio Bio;Ministerio de Vivienda y Urbanismo;2022;29.5;2.0;-1.0;39.688715953307394;10.894941634241246;1.9873932593296566;493.05928013343504;1808.3556360449165;0.20892865647226563;0.3924740750247628;5.288;1.3409090909090908;37.98449612403101;57.15338610599906;1.9;0.0;11.931818181818182;1.12;8.82;0.0;0.0;1.12;1.12;1.12;48.31;12.060000000000002;1.12;;8.82;0.0;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;1.0;1.0;20.0;0.0;0.0;10.0;59.003605375286796;;64794999668.0;574
1044;7324;Hospital Guillermo Grant Benavente De Co;Ministerio de Salud;2021;33.1;4.0;0.0;13.004405286343612;9.706347810796553;13.553643147869662;80.60390365495;129.24929596938;0.007907945227956138;0.009983852691422834;4.602;0.7627677100494233;11.282132656299588;14.378388836810974;1.5;0.0;13.13838550247117;28.5;34.64;52.22;5.6;3.62;0.16;0.0;46.79;-2.8699999999999974;5.77;;34.64;52.22;0.0;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;2.0;2.0;1.0;20.0;0.0;0.0;10.0;61.9294532627866;;64711086466.0;14237
1607;6928;Junta Nacional De Jardines         Infantiles;Ministerio de Educación;2022;17.5;4.0;0.0;29.30538429921907;6.884504726674886;6.265677746033621;369.3162919591401;158.660714699389;0.05474984007173383;0.016180055605071755;2.598;1.6346704871060171;26.233864844343202;18.976743995753377;2.15;0.0;15.257879656160458;21.2;25.12;35.77;3.3;1.86;0.14;0.0;49.05;15.39;3.44;0.0;25.12;35.77;0.0;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;2.0;1.0;27.0;0.0;0.0;13.0;64.3797380023472;;63922958584.0;9089
688;6968;Servicio De Vivienda Y Urbanizacion V Region;Ministerio de Vivienda y Urbanismo;2021;24.6;4.0;-1.0;59.58904109589041;19.863013698630137;0.6933097494466596;92.16744520628899;1903.7614991048804;0.017422179022116985;0.4269264948683994;4.637;1.3644067796610169;9.764309764309765;63.31994699805986;2.18;0.0;8.686440677966102;0.85;3.28;27.27;9.32;0.0;0.0;0.0;24.79;15.37;9.32;0.0;3.28;27.27;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;13.0;0.0;0.0;6.0;68.35296125618706;;63349647615.0;447
1205;7046;Hospital Doctor Hernan Henriquez Aravena;Ministerio de Salud;2022;36.6;4.0;1.0;8.589647411852964;29.182295573893473;29.446417432944035;93.10889186564;186.849797776638;0.00780658569961028;0.02012632380573734;3.562;1.2343234323432344;13.33759941493738;20.39191226646959;1.78;0.0;15.676567656765677;30.03;19.85;74.0;0.0;0.33;0.0;0.0;62.21;13.96;0.0;0.0;19.85;74.0;0.0;2.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;3.0;1.0;27.0;20.0;10.0;20.0;69.1883147778095;;60976243546.0;16075
926;7320;Complejo Asistencial Dr. Sotero Del Rio;Ministerio de Salud;2021;21.5;6.0;-3.0;10.457820125493841;7.32047408784569;16.392193261097347;74.486076031756;138.955123806157;0.006195210445781963;0.007948182694810344;2.596;1.0096618357487923;10.733174323343357;16.24035943520457;1.46;0.0;28.743961352657006;52.42;74.09;24.72;38.89;3.38;0.0;0.0;76.09;0.060000000000002274;38.89;;74.09;24.72;0.0;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;3.0;1.0;2.0;1.0;1.0;1.0;3.0;2.0;2.0;;3.0;1.0;1.0;20.0;20.0;20.0;20.0;58.25044091710758;;60966997771.0;14516
1898;86568;I Municipalidad De Santiago;Municipios;2022;19.4;5.0;0.0;40.401234567901234;8.143121529919803;18.50834892493227;23.86827354472;346.625409131596;0.002198802040421583;0.008749824295613015;2.463;1.9309701492537314;4.6131386861313874;27.528361538900313;2.49;0.0;27.611940298507463;14.18;;0.0;11.57;2.99;0.0;0.0;85.37;74.05000000000001;11.57;0.0;0.0;0.0;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;;1.0;1.0;1.0;20.0;0.0;10.0;14.0;72.22222222222221;;60734974796.0;4785
1976;86571;I Municipalidad De Las Condes;Municipios;2022;27.0;4.0;0.0;35.85291113381001;42.951991828396324;30.921497453185275;133.160550956245;372.61730414731096;0.0177924594915777;0.06830257608555884;3.212;2.110655737704918;18.86120996441281;28.85357375317381;2.8;0.0;23.565573770491802;2.05;55.35;42.11;2.46;1.64;0.0;0.0;89.69;4.25;2.46;0.0;55.35;42.11;0.0;1.0;3.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;2.0;1.0;20.0;0.0;10.0;13.0;59.23811336314905;;59868989117.0;1971
2041;7080;Subsecretaria Del Ministerio De Justicia;Ministerio de Justicia y Derechos Humanos;2022;26.3;3.0;-1.0;42.10526315789474;3.634085213032581;0.9466688410243467;580.770758906294;231.144705815598;0.24980525223988903;0.040138782769372425;5.379;1.2894736842105263;30.58542413381123;20.319387429531606;1.96;0.0;24.835526315789473;13.16;;0.0;1.32;7.89;0.0;0.0;98.03;35.53;1.32;;0.0;0.0;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;;1.0;1.0;1.0;20.0;0.0;10.0;14.0;66.36150951073137;;59667175455.0;841
558;111880;Policia De Investigaciones De Chile;Ministerio del interior y Seguridad pública;2021;21.0;4.0;0.0;40.191897654584224;15.734824281150159;30.179885983700753;24.471121819041;264.388583076953;0.001910258600829773;0.00838168602271642;9.693;1.846774193548387;5.010224948875256;25.586266077426217;2.02;0.0;19.556451612903224;11.69;27.13;58.57;12.3;3.23;0.0;0.0;57.43;-2.1600000000000037;12.3;1.01;27.13;58.57;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0;1.0;13.0;0.0;0.0;6.0;66.40723672981737;;56374383160.0;6734
993;7451;Servicio De Salud Antofagasta Hospital L;Ministerio de Salud;2021;21.1;8.0;-1.0;11.779210925644916;6.942336874051594;39.46391432037006;508.58763080253397;227.595616605969;0.07085395152722433;0.026579028632127973;2.458;2.0481927710843375;36.95081393313495;23.24386149076181;1.53;0.0;19.910179640718564;38.92;41.18;49.28;13.77;5.99;0.0;0.0;65.87;-28.25;13.77;;41.18;49.28;0.0;1.0;2.0;2.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;2.0;2.0;1.0;13.0;0.0;0.0;7.0;53.80952380952381;;55417844987.0;7987
643;7046;Hospital Doctor Hernan Henriquez Aravena;Ministerio de Salud;2021;36.8;3.0;0.0;8.78212070493256;22.06142941523922;21.345142862607183;81.89042612552299;123.80237851933299;0.006512889942430832;0.00717044700662848;3.246;1.3018867924528301;11.459636293659194;14.923597111738047;1.7;0.0;12.264150943396226;24.21;24.43;70.44;0.31;0.94;0.0;0.0;48.25;1.4600000000000009;0.31;0.0;24.43;70.44;0.0;2.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;3.0;1.0;20.0;20.0;9.0;16.0;66.83393070489845;;55322896835.0;14714
670;7293;Servicio De Salud Metropolitano Sur Hosp;Ministerio de Salud;2021;25.6;5.0;1.0;12.75648470770422;24.25531914893617;19.998959802063546;78.66549402817701;151.748720719854;0.00639617218536699;0.010009792671010568;3.271;2.63953488372093;10.097301266752341;15.792531047394544;1.99;0.0;10.755813953488373;33.72;18.18;5.56;5.81;5.81;0.0;0.0;37.21;11.8;5.81;;18.18;5.56;0.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;1.0;1.0;20.0;0.0;0.0;10.0;70.26102292768958;;54768568398.0;9591
1465;84152;I Municipalidad Valdivia;Municipios;2022;34.7;3.0;-1.0;26.429382809541842;5.357819007951534;6.537383697434687;63.934115224402;262.810802249754;0.01619405385892631;0.019139693085232622;1.98;0.9838862559241706;11.377245508982035;26.68205493932575;1.96;0.0;22.343453510436433;8.44;14.78;12.73;1.99;0.66;0.09;0.09;24.0;18.71;2.09;0.0;14.78;12.73;0.0;2.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;;1.0;1.0;1.0;27.0;0.0;0.0;13.0;65.00142734798744;Municipios;53125622922.0;12436
639;1090469;Instituto De Prevision Social;Ministerio del Trabajo y Previsión Social;2021;21.1;3.0;-1.0;43.229166666666664;17.122395833333336;63.14815897241694;87.62180499797999;2353.8984618821123;0.022476484876661856;0.13642576139423765;9.22;2.053719008264463;15.246636771300448;60.84831077089451;2.46;0.0;15.289256198347108;5.37;24.31;13.89;3.72;2.07;2.07;0.0;44.62;-2.520000000000003;5.79;0.0;24.31;13.89;0.0;1.0;3.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;13.0;0.0;0.0;6.0;57.94162826420891;;51802511601.0;1805
1940;7316;Servicio De Salud Occidente Hospital San Juan De Dios;Ministerio de Salud;2022;32.6;3.0;0.0;13.955443463640185;39.00014003640946;37.19237692761775;66.855261145368;173.62879464801202;0.005825220840485499;0.014827905463411884;3.215;1.4887640449438202;10.15443487768211;18.722747573317378;1.96;0.0;7.724719101123595;25.84;15.79;25.58;3.37;2.81;1.69;0.0;25.84;21.23;5.06;;15.79;25.58;0.0;1.0;3.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;;1.0;1.0;1.0;27.0;0.0;0.0;13.0;63.359554244509994;;51499283043.0;11904
708;7428;Servicio De Salud Oriente Hospital Del Salvador;Ministerio de Salud;2021;29.6;3.0;0.0;11.704202872849796;32.48847926267281;25.31074873240597;96.377451940957;254.067747796879;0.010365148525112807;0.027396122788483315;5.542;0.8377192982456141;12.685929218669859;25.224459244010323;1.51;0.0;34.86842105263158;23.03;49.31;38.89;59.21;0.66;0.22;0.0;80.04;3.1400000000000006;59.21;;49.31;38.89;0.0;1.0;3.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;3.0;2.0;2.0;;2.0;2.0;1.0;20.0;0.0;10.0;13.0;53.17813051146385;;50924807736.0;11326
1096;7293;Servicio De Salud Metropolitano Sur Hosp;Ministerio de Salud;2022;39.2;3.0;-2.0;15.661130964893841;20.78604455653636;20.90162361500853;69.039427264077;156.354367461883;0.008175001830868524;0.010175084870273177;4.098;2.189189189189189;10.019880715705765;16.333651130655753;1.8;0.0;16.89189189189189;24.32;15.38;14.29;2.7;2.7;0.0;0.0;64.86;27.65;2.7;;15.38;14.29;0.0;2.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;1.0;1.0;27.0;0.0;0.0;13.0;68.58407079646018;;50554998649.0;9283
1423;7375;Complejo Asistencial Dr.Victor Rios Ruiz;Ministerio de Salud;2022;48.1;3.0;-1.0;11.053480866758875;43.17134960847536;37.114303322367874;48.461584183896996;122.395967783964;0.0030109462715993164;0.005505732668433413;4.011;1.7557251908396947;6.936481169196178;13.43097679208654;1.48;0.0;14.312977099236642;26.72;28.57;44.68;0.0;3.05;0.0;0.0;57.25;15.969999999999999;0.0;;28.57;44.68;0.0;2.0;3.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;2.0;1.0;27.0;0.0;0.0;13.0;68.64962307440183;;49020382752.0;12554
1151;7428;Servicio De Salud Oriente Hospital Del Salvador;Ministerio de Salud;2022;28.9;3.0;0.0;15.083295812696983;45.894263217097865;20.52055737132548;78.933821544404;280.721899475375;0.010875682889727931;0.040374590034356034;4.43;0.7173553719008264;11.38676844783715;27.494852644475866;1.53;0.17;37.85123966942149;22.48;51.34;53.22;64.96;0.66;0.17;0.17;86.12;6.079999999999998;64.96;;51.34;53.22;0.0;1.0;3.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;3.0;2.0;2.0;;2.0;2.0;1.0;27.0;0.0;10.0;17.0;46.23402163225172;;48405989647.0;12663
673;7419;Servicio De Salud De Talcahuano Hospital;Ministerio de Salud;2021;27.8;4.0;-2.0;35.42319749216301;26.64576802507837;18.312323045902154;54.107749580843006;152.08612888977498;0.006892308074567063;0.014790808272814865;2.57;1.5750798722044728;8.734353268428373;18.999093444583607;1.68;0.0;24.28115015974441;34.19;6.62;83.82;0.64;2.56;0.0;0.0;96.49;4.459999999999994;0.64;;6.62;83.82;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;3.0;1.0;13.0;20.0;20.0;17.0;64.29982363315696;;48203195604.0;9059
2086;6936;Hospital Dr Gustavo Fricke De Vina Del Mar;Ministerio de Salud;2022;19.7;5.0;0.0;9.031808683538426;29.50667440510737;41.811697331854766;82.554319928633;186.087244334373;0.0065382339106221255;0.02104785999363368;4.836;1.72992700729927;10.514665190924184;19.738188961444123;1.63;0.0;30.10948905109489;43.8;38.71;55.79;21.17;2.92;0.0;0.0;99.27;0.01999999999999602;21.17;;38.71;55.79;0.0;1.0;3.0;2.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;2.0;1.0;27.0;0.0;10.0;17.0;57.72533595542445;;47686863867.0;12508
687;7203;Servicio De Salud Metropolitano Sur Oriente;Ministerio de Salud;2021;31.7;4.0;0.0;39.30635838150289;40.62758051197358;66.28543116521335;104.043962558246;838.0754077674159;0.03060840894958097;0.1259241455655759;2.623;2.7560975609756095;15.961691939345572;43.585364645977734;2.48;0.0;14.939024390243903;15.85;13.33;3.57;0.0;6.1;0.0;0.0;50.0;-9.18;0.0;0.0;13.33;3.57;0.0;1.0;3.0;2.0;2.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;20.0;0.0;0.0;10.0;62.77521761392729;;47531903253.0;1361
